"film_id","actor_id","first_name","title","rental_rate","actor_count","rank"
734,146,"Albert","Road Roxanne","4.99","1","1"
518,156,"Fay","Liaisons Sweet","4.99","1","1"
944,44,"Nick","Virgin Daisy","4.99","1","1"
170,75,"Burt","Command Darling","4.99","1","1"
846,115,"Harrison","Sting Personal","4.99","1","1"
2,90,"Sean","Ace Goldfinger","4.99","1","1"
867,184,"Humphrey","Super Wyoming","4.99","1","1"
858,90,"Sean","Submarine Bed","4.99","1","1"
814,135,"Rita","Snatch Slipper","4.99","1","1"
112,6,"Bette","Calendar Gunfight","4.99","1","1"
446,97,"Meg","Hysterical Grail","4.99","1","1"
98,194,"Meryl","Bright Encounters","4.99","1","1"
486,96,"Gene","Jet Neighbors","4.99","1","1"
500,106,"Groucho","Kiss Glory","4.99","1","1"
710,81,"Scarlett","Rage Games","4.99","1","1"
908,125,"Albert","Trap Guys","4.99","1","1"
922,146,"Albert","Undefeated Dalmations","4.99","1","1"
177,146,"Albert","Connecticut Tramp","4.99","1","1"
359,111,"Cameron","Gladiator Westward","4.99","1","1"
817,90,"Sean","Soldiers Evolution","4.99","1","1"
654,70,"Michelle","Panky Submarine","4.99","1","1"
563,177,"Gene","Massacre Usual","4.99","1","1"
10,29,"Alec","Aladdin Calendar","4.99","1","1"
466,69,"Kenneth","Intolerable Intentions","4.99","1","1"
804,168,"Will","Sleeping Suspects","4.99","1","1"
279,18,"Dan","Elizabeth Shane","4.99","1","1"
243,20,"Lucille","Doors President","4.99","1","1"
632,58,"Christian","Nuts Ties","4.99","1","1"
338,116,"Dan","Frisco Forrest","4.99","1","1"
858,58,"Christian","Submarine Bed","4.99","1","1"
725,66,"Mary","Requiem Tycoon","4.99","1","1"
879,52,"Carmen","Telegraph Voyage","4.99","1","1"
219,45,"Reese","Deep Crusade","4.99","1","1"
321,18,"Dan","Flash Wars","4.99","1","1"
133,133,"Richard","Chamber Italian","4.99","1","1"
338,92,"Kirsten","Frisco Forrest","4.99","1","1"
785,37,"Val","Shawshank Bubble","4.99","1","1"
207,95,"Daryl","Dangerous Uptown","4.99","1","1"
706,66,"Mary","Queen Luke","4.99","1","1"
396,69,"Kenneth","Hanging Deep","4.99","1","1"
278,63,"Cameron","Elf Murder","4.99","1","1"
426,192,"John","Home Pity","4.99","1","1"
551,191,"Gregory","Maiden Home","4.99","1","1"
968,88,"Kenneth","Werewolf Lola","4.99","1","1"
591,175,"William","Monsoon Cause","4.99","1","1"
893,63,"Cameron","Titans Jerk","4.99","1","1"
260,144,"Angela","Dude Blindness","4.99","1","1"
570,48,"Frances","Mermaid Insects","4.99","1","1"
214,192,"John","Daughter Madigan","4.99","1","1"
853,79,"Mae","Stranger Strangers","4.99","1","1"
686,83,"Ben","Pluto Oleander","4.99","1","1"
10,64,"Ray","Aladdin Calendar","4.99","1","1"
120,131,"Jane","Caribbean Liberty","4.99","1","1"
767,61,"Christian","Scalawag Duck","4.99","1","1"
532,158,"Vivien","Loser Hustler","4.99","1","1"
827,43,"Kirk","Spice Sorority","4.99","1","1"
518,2,"Nick","Liaisons Sweet","4.99","1","1"
579,160,"Chris","Minds Truman","4.99","1","1"
340,5,"Johnny","Frontier Cabin","4.99","1","1"
71,39,"Goldie","Bilko Anonymous","4.99","1","1"
591,50,"Natalie","Monsoon Cause","4.99","1","1"
141,143,"River","Chicago North","4.99","1","1"
654,112,"Russell","Panky Submarine","4.99","1","1"
469,126,"Frances","Iron Moon","4.99","1","1"
151,112,"Russell","Cincinatti Whisperer","4.99","1","1"
385,90,"Sean","Groundhog Uncut","4.99","1","1"
881,88,"Kenneth","Temple Attraction","4.99","1","1"
172,47,"Julia","Coneheads Smoochy","4.99","1","1"
938,129,"Daryl","Velvet Terminator","4.99","1","1"
224,187,"Renee","Desperate Trainspotting","4.99","1","1"
780,75,"Burt","Sensibility Rear","4.99","1","1"
607,165,"Al","Muppet Mile","4.99","1","1"
65,32,"Tim","Behavior Runaway","4.99","1","1"
92,12,"Karl","Bowfinger Gables","4.99","1","1"
879,28,"Woody","Telegraph Voyage","4.99","1","1"
637,158,"Vivien","Open African","4.99","1","1"
768,148,"Emily","Scarface Bang","4.99","1","1"
905,107,"Gina","Trainspotting Strangers","4.99","1","1"
648,42,"Tom","Outlaw Hanky","4.99","1","1"
203,39,"Goldie","Daisy Menagerie","4.99","1","1"
159,149,"Russell","Closer Bang","4.99","1","1"
980,32,"Tim","Wizard Coldblooded","4.99","1","1"
396,188,"Rock","Hanging Deep","4.99","1","1"
486,86,"Greg","Jet Neighbors","4.99","1","1"
435,23,"Sandra","Hotel Happiness","4.99","1","1"
929,88,"Kenneth","Usual Untouchables","4.99","1","1"
74,139,"Ewan","Birch Antitrust","4.99","1","1"
460,18,"Dan","Innocent Usual","4.99","1","1"
472,14,"Vivien","Italian African","4.99","1","1"
216,144,"Angela","Day Unfaithful","4.99","1","1"
65,135,"Rita","Behavior Runaway","4.99","1","1"
226,56,"Dan","Destiny Saturday","4.99","1","1"
396,144,"Angela","Hanging Deep","4.99","1","1"
779,165,"Al","Sense Greek","4.99","1","1"
372,169,"Kenneth","Graceland Dynamite","4.99","1","1"
253,37,"Val","Drifter Commandments","4.99","1","1"
10,188,"Rock","Aladdin Calendar","4.99","1","1"
239,60,"Henry","Dogma Family","4.99","1","1"
968,158,"Vivien","Werewolf Lola","4.99","1","1"
48,131,"Jane","Backlash Undefeated","4.99","1","1"
141,195,"Jayne","Chicago North","4.99","1","1"
903,171,"Olympia","Traffic Hobbit","4.99","1","1"
255,68,"Rip","Driving Polish","4.99","1","1"
170,7,"Grace","Command Darling","4.99","1","1"
215,81,"Scarlett","Dawn Pond","4.99","1","1"
543,64,"Ray","Madigan Dorado","4.99","1","1"
725,53,"Mena","Requiem Tycoon","4.99","1","1"
521,40,"Johnny","Lies Treatment","4.99","1","1"
655,134,"Gene","Panther Reds","4.99","1","1"
7,99,"Jim","Airplane Sierra","4.99","1","1"
583,104,"Penelope","Mission Zoolander","4.99","1","1"
408,67,"Jessica","Head Stranger","4.99","1","1"
691,23,"Sandra","Poseidon Forever","4.99","1","1"
933,136,"Ed","Vampire Whale","4.99","1","1"
210,133,"Richard","Darko Dorado","4.99","1","1"
307,122,"Salma","Fellowship Autumn","4.99","1","1"
695,190,"Audrey","President Bang","4.99","1","1"
216,199,"Julia","Day Unfaithful","4.99","1","1"
846,7,"Grace","Sting Personal","4.99","1","1"
578,81,"Scarlett","Million Ace","4.99","1","1"
102,158,"Vivien","Bubble Grosse","4.99","1","1"
48,127,"Kevin","Backlash Undefeated","4.99","1","1"
411,5,"Johnny","Heavenly Gun","4.99","1","1"
451,6,"Bette","Igby Maker","4.99","1","1"
485,192,"John","Jersey Sassy","4.99","1","1"
648,186,"Julia","Outlaw Hanky","4.99","1","1"
745,137,"Morgan","Roses Treasure","4.99","1","1"
268,18,"Dan","Early Home","4.99","1","1"
527,151,"Geoffrey","Lola Agent","4.99","1","1"
487,145,"Kim","Jingle Sagebrush","4.99","1","1"
903,9,"Joe","Traffic Hobbit","4.99","1","1"
771,90,"Sean","Scorpion Apollo","4.99","1","1"
386,18,"Dan","Gump Date","4.99","1","1"
330,90,"Sean","Forrester Comancheros","4.99","1","1"
435,187,"Renee","Hotel Happiness","4.99","1","1"
780,74,"Milla","Sensibility Rear","4.99","1","1"
179,192,"John","Conquerer Nuts","4.99","1","1"
167,151,"Geoffrey","Coma Head","4.99","1","1"
403,113,"Morgan","Harry Idaho","4.99","1","1"
161,121,"Liza","Clue Grail","4.99","1","1"
177,40,"Johnny","Connecticut Tramp","4.99","1","1"
902,44,"Nick","Trading Pinocchio","4.99","1","1"
583,138,"Lucille","Mission Zoolander","4.99","1","1"
100,62,"Jayne","Brooklyn Desert","4.99","1","1"
45,163,"Christopher","Attraction Newton","4.99","1","1"
446,89,"Charlize","Hysterical Grail","4.99","1","1"
202,127,"Kevin","Daddy Pittsburgh","4.99","1","1"
456,39,"Goldie","Inch Jet","4.99","1","1"
131,151,"Geoffrey","Center Dinosaur","4.99","1","1"
969,184,"Humphrey","West Lion","4.99","1","1"
703,10,"Christian","Punk Divorce","4.99","1","1"
532,28,"Woody","Loser Hustler","4.99","1","1"
755,58,"Christian","Sabrina Midnight","4.99","1","1"
426,36,"Burt","Home Pity","4.99","1","1"
10,142,"Jada","Aladdin Calendar","4.99","1","1"
20,102,"Walter","Amelie Hellfighters","4.99","1","1"
446,123,"Julianne","Hysterical Grail","4.99","1","1"
103,26,"Rip","Bucket Brotherhood","4.99","1","1"
342,89,"Charlize","Fugitive Maguire","4.99","1","1"
144,151,"Geoffrey","Chinatown Gladiator","4.99","1","1"
420,50,"Natalie","Holes Brannigan","4.99","1","1"
989,138,"Lucille","Working Microcosmos","4.99","1","1"
887,21,"Kirsten","Thief Pelican","4.99","1","1"
465,53,"Mena","Interview Liaisons","4.99","1","1"
466,40,"Johnny","Intolerable Intentions","4.99","1","1"
203,5,"Johnny","Daisy Menagerie","4.99","1","1"
251,147,"Fay","Dragonfly Strangers","4.99","1","1"
543,85,"Minnie","Madigan Dorado","4.99","1","1"
946,176,"Jon","Virtual Spoilers","4.99","1","1"
671,187,"Renee","Perdition Fargo","4.99","1","1"
177,97,"Meg","Connecticut Tramp","4.99","1","1"
229,106,"Groucho","Devil Desire","4.99","1","1"
139,170,"Mena","Chasing Fight","4.99","1","1"
68,114,"Morgan","Betrayed Rear","4.99","1","1"
179,60,"Henry","Conquerer Nuts","4.99","1","1"
112,32,"Tim","Calendar Gunfight","4.99","1","1"
938,194,"Meryl","Velvet Terminator","4.99","1","1"
633,90,"Sean","October Submarine","4.99","1","1"
769,179,"Ed","School Jacket","4.99","1","1"
472,190,"Audrey","Italian African","4.99","1","1"
734,189,"Cuba","Road Roxanne","4.99","1","1"
844,56,"Dan","Steers Armageddon","4.99","1","1"
957,17,"Helen","War Notting","4.99","1","1"
145,2,"Nick","Chisum Behavior","4.99","1","1"
954,160,"Chris","Wake Jaws","4.99","1","1"
957,66,"Mary","War Notting","4.99","1","1"
86,41,"Jodie","Boogie Amelie","4.99","1","1"
587,196,"Bela","Mod Secretary","4.99","1","1"
195,181,"Matthew","Crowds Telemark","4.99","1","1"
131,29,"Alec","Center Dinosaur","4.99","1","1"
229,139,"Ewan","Devil Desire","4.99","1","1"
141,118,"Cuba","Chicago North","4.99","1","1"
739,117,"Renee","Rocky War","4.99","1","1"
905,149,"Russell","Trainspotting Strangers","4.99","1","1"
300,122,"Salma","Falcon Volume","4.99","1","1"
451,116,"Dan","Igby Maker","4.99","1","1"
961,110,"Susan","Wash Heavenly","4.99","1","1"
661,96,"Gene","Past Suicides","4.99","1","1"
8,110,"Susan","Airport Pollock","4.99","1","1"
340,26,"Rip","Frontier Cabin","4.99","1","1"
390,183,"Russell","Guys Falcon","4.99","1","1"
127,159,"Laura","Cat Coneheads","4.99","1","1"
93,169,"Kenneth","Brannigan Sunrise","4.99","1","1"
386,143,"River","Gump Date","4.99","1","1"
316,117,"Renee","Fire Wolves","4.99","1","1"
253,60,"Henry","Drifter Commandments","4.99","1","1"
408,51,"Gary","Head Stranger","4.99","1","1"
253,21,"Kirsten","Drifter Commandments","4.99","1","1"
207,66,"Mary","Dangerous Uptown","4.99","1","1"
103,51,"Gary","Bucket Brotherhood","4.99","1","1"
60,6,"Bette","Beast Hunchback","4.99","1","1"
256,53,"Mena","Drop Waterfront","4.99","1","1"
543,177,"Gene","Madigan Dorado","4.99","1","1"
785,163,"Christopher","Shawshank Bubble","4.99","1","1"
685,149,"Russell","Platoon Instinct","4.99","1","1"
588,134,"Gene","Model Fish","4.99","1","1"
84,54,"Penelope","Boiled Dares","4.99","1","1"
173,112,"Russell","Confessions Maguire","4.99","1","1"
633,148,"Emily","October Submarine","4.99","1","1"
421,87,"Spencer","Holiday Games","4.99","1","1"
386,53,"Mena","Gump Date","4.99","1","1"
854,27,"Julia","Strangers Graffiti","4.99","1","1"
659,165,"Al","Park Citizen","4.99","1","1"
994,105,"Sidney","Wyoming Storm","4.99","1","1"
695,182,"Debbie","President Bang","4.99","1","1"
985,115,"Harrison","Wonderland Christmas","4.99","1","1"
501,151,"Geoffrey","Kissing Dolls","4.99","1","1"
964,152,"Ben","Waterfront Deliverance","4.99","1","1"
648,108,"Warren","Outlaw Hanky","4.99","1","1"
845,182,"Debbie","Stepmom Dream","4.99","1","1"
854,72,"Sean","Strangers Graffiti","4.99","1","1"
243,58,"Christian","Doors President","4.99","1","1"
779,16,"Fred","Sense Greek","4.99","1","1"
190,124,"Scarlett","Creepers Kane","4.99","1","1"
767,160,"Chris","Scalawag Duck","4.99","1","1"
980,53,"Mena","Wizard Coldblooded","4.99","1","1"
338,65,"Angela","Frisco Forrest","4.99","1","1"
84,113,"Morgan","Boiled Dares","4.99","1","1"
134,96,"Gene","Champion Flatliners","4.99","1","1"
68,76,"Angelina","Betrayed Rear","4.99","1","1"
294,22,"Elvis","Expecations Natural","4.99","1","1"
276,154,"Meryl","Element Freddy","4.99","1","1"
575,196,"Bela","Midsummer Groundhog","4.99","1","1"
92,168,"Will","Bowfinger Gables","4.99","1","1"
227,122,"Salma","Details Packer","4.99","1","1"
346,13,"Uma","Galaxy Sweethearts","4.99","1","1"
405,147,"Fay","Haunted Antitrust","4.99","1","1"
46,65,"Angela","Autumn Crow","4.99","1","1"
627,51,"Gary","North Tequila","4.99","1","1"
856,14,"Vivien","Streetcar Intentions","4.99","1","1"
470,92,"Kirsten","Ishtar Rocketeer","4.99","1","1"
734,21,"Kirsten","Road Roxanne","4.99","1","1"
255,14,"Vivien","Driving Polish","4.99","1","1"
485,136,"Ed","Jersey Sassy","4.99","1","1"
680,45,"Reese","Pinocchio Simon","4.99","1","1"
889,92,"Kirsten","Ties Hunger","4.99","1","1"
102,188,"Rock","Bubble Grosse","4.99","1","1"
195,180,"Jeff","Crowds Telemark","4.99","1","1"
170,139,"Ewan","Command Darling","4.99","1","1"
263,156,"Fay","Durham Panky","4.99","1","1"
276,65,"Angela","Element Freddy","4.99","1","1"
321,74,"Milla","Flash Wars","4.99","1","1"
933,133,"Richard","Vampire Whale","4.99","1","1"
45,68,"Rip","Attraction Newton","4.99","1","1"
827,81,"Scarlett","Spice Sorority","4.99","1","1"
779,34,"Audrey","Sense Greek","4.99","1","1"
359,43,"Kirk","Gladiator Westward","4.99","1","1"
853,23,"Sandra","Stranger Strangers","4.99","1","1"
2,85,"Minnie","Ace Goldfinger","4.99","1","1"
734,167,"Laurence","Road Roxanne","4.99","1","1"
683,65,"Angela","Pity Bound","4.99","1","1"
853,34,"Audrey","Stranger Strangers","4.99","1","1"
211,48,"Frances","Darling Breaking","4.99","1","1"
255,120,"Penelope","Driving Polish","4.99","1","1"
256,97,"Meg","Drop Waterfront","4.99","1","1"
212,98,"Chris","Darn Forrester","4.99","1","1"
957,7,"Grace","War Notting","4.99","1","1"
28,74,"Milla","Anthem Luke","4.99","1","1"
745,184,"Humphrey","Roses Treasure","4.99","1","1"
260,124,"Scarlett","Dude Blindness","4.99","1","1"
144,120,"Penelope","Chinatown Gladiator","4.99","1","1"
485,128,"Cate","Jersey Sassy","4.99","1","1"
892,198,"Mary","Titanic Boondock","4.99","1","1"
277,24,"Cameron","Elephant Trojan","4.99","1","1"
84,18,"Dan","Boiled Dares","4.99","1","1"
182,34,"Audrey","Control Anthem","4.99","1","1"
267,57,"Jude","Eagles Panky","4.99","1","1"
381,181,"Matthew","Grinch Massage","4.99","1","1"
607,98,"Chris","Muppet Mile","4.99","1","1"
845,185,"Michael","Stepmom Dream","4.99","1","1"
521,56,"Dan","Lies Treatment","4.99","1","1"
165,6,"Bette","Coldblooded Darling","4.99","1","1"
508,61,"Christian","Lambs Cincinatti","4.99","1","1"
172,5,"Johnny","Coneheads Smoochy","4.99","1","1"
551,82,"Woody","Maiden Home","4.99","1","1"
897,13,"Uma","Torque Bound","4.99","1","1"
359,195,"Jayne","Gladiator Westward","4.99","1","1"
312,32,"Tim","Fiddler Lost","4.99","1","1"
263,101,"Susan","Durham Panky","4.99","1","1"
381,36,"Burt","Grinch Massage","4.99","1","1"
320,135,"Rita","Flamingos Connecticut","4.99","1","1"
369,83,"Ben","Goodfellas Salute","4.99","1","1"
372,75,"Burt","Graceland Dynamite","4.99","1","1"
943,77,"Cary","Villain Desperate","4.99","1","1"
421,56,"Dan","Holiday Games","4.99","1","1"
597,28,"Woody","Moonwalker Fool","4.99","1","1"
342,80,"Ralph","Fugitive Maguire","4.99","1","1"
775,33,"Milla","Seattle Expecations","4.99","1","1"
968,152,"Ben","Werewolf Lola","4.99","1","1"
117,89,"Charlize","Candles Grapes","4.99","1","1"
392,107,"Gina","Hall Cassidy","4.99","1","1"
518,61,"Christian","Liaisons Sweet","4.99","1","1"
347,126,"Frances","Games Bowfinger","4.99","1","1"
268,81,"Scarlett","Early Home","4.99","1","1"
386,150,"Jayne","Gump Date","4.99","1","1"
44,18,"Dan","Attacks Hate","4.99","1","1"
858,105,"Sidney","Submarine Bed","4.99","1","1"
779,41,"Jodie","Sense Greek","4.99","1","1"
203,13,"Uma","Daisy Menagerie","4.99","1","1"
271,136,"Ed","Easy Gladiator","4.99","1","1"
340,161,"Harvey","Frontier Cabin","4.99","1","1"
521,94,"Kenneth","Lies Treatment","4.99","1","1"
954,82,"Woody","Wake Jaws","4.99","1","1"
420,25,"Kevin","Holes Brannigan","4.99","1","1"
2,160,"Chris","Ace Goldfinger","4.99","1","1"
985,15,"Cuba","Wonderland Christmas","4.99","1","1"
446,137,"Morgan","Hysterical Grail","4.99","1","1"
706,68,"Rip","Queen Luke","4.99","1","1"
964,72,"Sean","Waterfront Deliverance","4.99","1","1"
911,120,"Penelope","Trip Newton","4.99","1","1"
780,121,"Liza","Sensibility Rear","4.99","1","1"
320,146,"Albert","Flamingos Connecticut","4.99","1","1"
465,192,"John","Interview Liaisons","4.99","1","1"
527,42,"Tom","Lola Agent","4.99","1","1"
897,134,"Gene","Torque Bound","4.99","1","1"
725,130,"Greta","Requiem Tycoon","4.99","1","1"
342,29,"Alec","Fugitive Maguire","4.99","1","1"
785,199,"Julia","Shawshank Bubble","4.99","1","1"
159,21,"Kirsten","Closer Bang","4.99","1","1"
563,100,"Spencer","Massacre Usual","4.99","1","1"
861,67,"Jessica","Suit Walls","4.99","1","1"
31,15,"Cuba","Apache Divine","4.99","1","1"
739,104,"Penelope","Rocky War","4.99","1","1"
512,94,"Kenneth","League Hellfighters","4.99","1","1"
500,15,"Cuba","Kiss Glory","4.99","1","1"
892,56,"Dan","Titanic Boondock","4.99","1","1"
336,128,"Cate","French Holiday","4.99","1","1"
846,127,"Kevin","Sting Personal","4.99","1","1"
508,37,"Val","Lambs Cincinatti","4.99","1","1"
888,80,"Ralph","Thin Sagebrush","4.99","1","1"
312,95,"Daryl","Fiddler Lost","4.99","1","1"
775,22,"Elvis","Seattle Expecations","4.99","1","1"
905,135,"Rita","Trainspotting Strangers","4.99","1","1"
47,2,"Nick","Baby Hall","4.99","1","1"
134,63,"Cameron","Champion Flatliners","4.99","1","1"
878,33,"Milla","Teen Apollo","4.99","1","1"
731,46,"Parker","Right Cranes","4.99","1","1"
780,174,"Michael","Sensibility Rear","4.99","1","1"
661,145,"Kim","Past Suicides","4.99","1","1"
955,109,"Sylvester","Walls Artist","4.99","1","1"
466,36,"Burt","Intolerable Intentions","4.99","1","1"
92,70,"Michelle","Bowfinger Gables","4.99","1","1"
827,176,"Jon","Spice Sorority","4.99","1","1"
719,62,"Jayne","Records Zorro","4.99","1","1"
444,29,"Alec","Hustler Party","4.99","1","1"
633,63,"Cameron","October Submarine","4.99","1","1"
721,87,"Spencer","Reds Pocus","4.99","1","1"
843,198,"Mary","Steel Santa","4.99","1","1"
944,128,"Cate","Virgin Daisy","4.99","1","1"
897,132,"Adam","Torque Bound","4.99","1","1"
179,8,"Matthew","Conquerer Nuts","4.99","1","1"
565,112,"Russell","Matrix Snowman","4.99","1","1"
44,106,"Groucho","Attacks Hate","4.99","1","1"
817,15,"Cuba","Soldiers Evolution","4.99","1","1"
217,151,"Geoffrey","Dazed Punk","4.99","1","1"
734,51,"Gary","Road Roxanne","4.99","1","1"
243,134,"Gene","Doors President","4.99","1","1"
289,177,"Gene","Eve Resurrection","4.99","1","1"
603,112,"Russell","Movie Shakespeare","4.99","1","1"
639,138,"Lucille","Opposite Necklace","4.99","1","1"
95,76,"Angelina","Breakfast Goldfinger","4.99","1","1"
47,127,"Kevin","Baby Hall","4.99","1","1"
48,116,"Dan","Backlash Undefeated","4.99","1","1"
639,61,"Christian","Opposite Necklace","4.99","1","1"
203,153,"Minnie","Daisy Menagerie","4.99","1","1"
814,128,"Cate","Snatch Slipper","4.99","1","1"
769,160,"Chris","School Jacket","4.99","1","1"
944,100,"Spencer","Virgin Daisy","4.99","1","1"
422,148,"Emily","Hollow Jeopardy","4.99","1","1"
486,153,"Minnie","Jet Neighbors","4.99","1","1"
655,161,"Harvey","Panther Reds","4.99","1","1"
515,13,"Uma","Legally Secretary","4.99","1","1"
892,108,"Warren","Titanic Boondock","4.99","1","1"
284,139,"Ewan","Enemy Odds","4.99","1","1"
961,87,"Spencer","Wash Heavenly","4.99","1","1"
682,27,"Julia","Pittsburgh Hunchback","4.99","1","1"
551,95,"Daryl","Maiden Home","4.99","1","1"
446,75,"Burt","Hysterical Grail","4.99","1","1"
911,181,"Matthew","Trip Newton","4.99","1","1"
47,158,"Vivien","Baby Hall","4.99","1","1"
666,112,"Russell","Paycheck Wait","4.99","1","1"
