"country","country_count","total_payment","rental_id","inventory_id","return_date","customer_id"
"Yugoslavia","23","102.77",1862,3299,"2005-06-25 20:43:30",553
"Yugoslavia","28","130.72",2250,4042,"2005-06-22 02:25:36",7
"Yugoslavia","23","102.77",2460,3933,"2005-06-27 22:36:13",553
"Yugoslavia","28","130.72",2709,2877,"2005-06-23 14:56:26",7
"Yugoslavia","28","130.72",2888,468,"2005-06-22 05:05:56",7
"Yugoslavia","28","130.72",3007,1950,"2005-06-25 04:51:53",7
"Yugoslavia","23","102.77",3103,1877,"2005-06-25 21:18:19",553
"Yugoslavia","23","102.77",3495,2306,"2005-07-10 01:06:04",553
"Yugoslavia","28","130.72",3639,2812,"2005-07-15 05:12:17",7
"Yugoslavia","23","102.77",3793,4558,"2005-07-08 13:55:44",553
"Yugoslavia","23","102.77",3859,2548,"2005-07-09 16:48:15",553
"Yugoslavia","23","102.77",3890,2570,"2005-07-10 18:51:15",553
"Yugoslavia","23","102.77",3891,3216,"2005-07-09 23:20:25",553
"Yugoslavia","23","102.77",3942,677,"2005-07-15 02:34:34",553
"Yugoslavia","28","130.72",4238,3024,"2005-07-10 07:44:20",7
"Yugoslavia","23","102.77",4257,3927,"2005-07-08 14:58:41",553
"Yugoslavia","23","102.77",4662,1370,"2005-07-10 12:51:54",553
"Yugoslavia","28","130.72",4787,3929,"2005-07-14 18:02:04",7
"Yugoslavia","23","102.77",4845,2337,"2005-07-09 14:38:20",553
"Yugoslavia","28","130.72",4856,2441,"2005-07-13 15:02:38",7
"Yugoslavia","23","102.77",4941,3816,"2005-07-15 17:49:10",553
"Yugoslavia","28","130.72",5441,3913,"2005-07-17 02:54:05",7
"Yugoslavia","28","130.72",5921,3920,"2005-07-18 19:59:12",7
"Yugoslavia","23","102.77",6069,256,"2005-07-13 01:00:59",553
"Yugoslavia","28","130.72",6174,3123,"2005-07-18 16:19:28",7
"Yugoslavia","28","130.72",6295,1393,"2005-07-15 15:50:58",7
"Yugoslavia","23","102.77",6657,3697,"2005-07-16 15:56:36",553
"Yugoslavia","28","130.72",6761,3645,"2005-07-18 17:59:42",7
"Yugoslavia","23","102.77",6812,2227,"2005-07-20 18:33:25",553
"Yugoslavia","23","102.77",7890,3443,"2005-07-31 06:07:40",553
"Yugoslavia","28","130.72",8422,3104,"2005-08-03 12:35:55",7
"Yugoslavia","23","102.77",9272,1352,"2005-08-05 10:02:22",553
"Yugoslavia","23","102.77",9601,1592,"2005-08-04 02:02:17",553
"Yugoslavia","28","130.72",9624,3480,"2005-08-06 09:13:03",7
"Yugoslavia","28","130.72",10330,1580,"2005-08-07 23:00:04",7
"Yugoslavia","28","130.72",10423,739,"2005-08-08 10:25:53",7
"Yugoslavia","28","130.72",10514,1512,"2005-08-03 07:53:26",7
"Yugoslavia","28","130.72",10644,4374,"2005-08-08 16:08:00",7
"Yugoslavia","28","130.72",10989,2272,"2005-08-09 03:39:54",7
"Yugoslavia","28","130.72",11542,2155,"2005-08-24 20:29:32",7
"Yugoslavia","23","102.77",11710,613,"2005-08-19 02:06:44",553
"Yugoslavia","28","130.72",12367,1822,"2005-08-27 07:07:14",7
"Yugoslavia","28","130.72",12730,75,"2005-08-22 01:23:01",7
"Yugoslavia","28","130.72",13373,4045,"2005-08-25 22:38:31",7
"Yugoslavia","28","130.72",13476,2866,"2005-08-24 23:56:04",7
"Yugoslavia","28","130.72",13594,3424,"2005-08-23 09:01:31",7
"Yugoslavia","23","102.77",13972,1687,"2005-08-28 15:19:17",553
"Yugoslavia","28","130.72",14222,714,"2005-08-25 05:34:48",7
"Yugoslavia","23","102.77",15042,3796,"2005-08-31 04:42:37",553
"Yugoslavia","23","102.77",15506,1914,"2005-08-28 04:10:24",553
"Yemen","31","157.69",60,330,"2005-05-30 14:14:25",470
"Yemen","19","70.81",265,2276,"2005-06-01 14:20:38",303
"Yemen","27","110.73",385,1565,"2005-05-30 15:27:25",213
"Yemen","19","70.81",871,4573,"2005-06-04 06:22:30",303
"Yemen","30","134.70",953,2194,"2005-05-31 20:34:02",210
"Yemen","19","70.81",1050,726,"2005-06-03 07:50:27",303
"Yemen","30","134.70",1177,1897,"2005-06-16 03:47:04",210
"Yemen","31","157.69",1256,1437,"2005-06-16 06:54:57",470
"Yemen","31","157.69",1283,3177,"2005-06-16 09:46:30",470
"Yemen","27","110.73",1489,699,"2005-06-22 17:00:38",213
"Yemen","31","157.69",1594,3858,"2005-06-25 00:38:12",470
"Yemen","27","110.73",1936,3037,"2005-06-18 11:37:41",213
"Yemen","19","70.81",1970,1358,"2005-06-22 09:40:16",303
"Yemen","19","70.81",2223,4068,"2005-06-27 09:19:03",303
"Yemen","27","110.73",2322,1893,"2005-06-25 09:29:21",213
"Yemen","27","110.73",2509,4469,"2005-06-20 01:36:08",213
"Yemen","27","110.73",2569,30,"2005-06-26 04:31:04",213
"Yemen","30","134.70",2856,1859,"2005-06-23 22:47:04",210
"Yemen","27","110.73",2889,151,"2005-06-23 06:33:08",213
"Yemen","27","110.73",2946,3737,"2005-06-21 00:42:40",213
"Yemen","19","70.81",3077,1675,"2005-06-26 20:52:18",303
"Yemen","19","70.81",3107,4527,"2005-06-25 12:36:05",303
"Yemen","27","110.73",3252,2009,"2005-06-24 00:38:26",213
"Yemen","27","110.73",3313,4267,"2005-06-23 04:28:18",213
"Yemen","30","134.70",3563,4261,"2005-07-14 02:25:01",210
"Yemen","31","157.69",3764,3115,"2005-07-13 15:26:03",470
"Yemen","31","157.69",3841,4228,"2005-07-08 15:12:00",470
"Yemen","30","134.70",3884,1806,"2005-07-07 22:06:33",210
"Yemen","31","157.69",3922,2878,"2005-07-14 19:00:27",470
"Yemen","27","110.73",3989,2366,"2005-07-12 01:28:54",213
"Yemen","27","110.73",4236,642,"2005-07-08 15:00:07",213
"Yemen","30","134.70",4270,183,"2005-07-10 19:07:41",210
"Yemen","30","134.70",4306,1219,"2005-07-16 11:24:32",210
"Yemen","30","134.70",4334,3021,"2005-07-08 16:19:04",210
"Yemen","31","157.69",4373,3593,"2005-07-12 21:30:59",470
"Yemen","30","134.70",4388,3150,"2005-07-16 20:05:03",210
"Yemen","31","157.69",4502,225,"2005-07-15 02:19:04",470
"Yemen","30","134.70",4620,3467,"2005-07-16 07:43:44",210
"Yemen","27","110.73",4655,4078,"2005-07-15 13:08:22",213
"Yemen","30","134.70",4871,2509,"2005-07-13 20:27:52",210
"Yemen","30","134.70",4893,2060,"2005-07-15 21:28:55",210
"Yemen","30","134.70",4989,3326,"2005-07-17 06:24:56",210
"Yemen","31","157.69",5082,1584,"2005-07-10 02:46:38",470
"Yemen","19","70.81",5140,947,"2005-07-11 08:28:59",303
"Yemen","27","110.73",5159,3479,"2005-07-10 04:32:52",213
"Yemen","27","110.73",5431,2780,"2005-07-10 21:16:11",213
"Yemen","30","134.70",5957,2517,"2005-07-12 20:28:02",210
"Yemen","31","157.69",6009,494,"2005-07-18 07:12:58",470
"Yemen","31","157.69",6198,3345,"2005-07-18 07:40:17",470
"Yemen","19","70.81",6205,3442,"2005-07-13 11:31:24",303
"Yemen","19","70.81",6219,38,"2005-07-13 13:18:37",303
"Yemen","30","134.70",6227,1654,"2005-07-18 12:53:46",210
"Yemen","19","70.81",6464,3100,"2005-07-20 00:53:40",303
"Yemen","30","134.70",6564,2320,"2005-07-18 06:12:44",210
"Yemen","31","157.69",6703,46,"2005-07-16 13:41:19",470
"Yemen","27","110.73",6725,831,"2005-07-17 13:31:17",213
"Yemen","31","157.69",6927,4511,"2005-08-05 03:16:00",470
"Yemen","31","157.69",6942,1203,"2005-07-31 03:17:40",470
"Yemen","19","70.81",7023,4196,"2005-08-03 04:06:44",303
"Yemen","19","70.81",7502,3229,"2005-07-28 18:32:08",303
"Yemen","27","110.73",7528,1218,"2005-08-03 19:12:25",213
"Yemen","31","157.69",7663,832,"2005-07-30 21:43:48",470
"Yemen","30","134.70",7743,2883,"2005-08-03 11:28:13",210
"Yemen","30","134.70",7909,3355,"2005-07-29 13:54:08",210
"Yemen","30","134.70",8336,2120,"2005-08-05 10:17:42",210
"Yemen","19","70.81",8409,4314,"2005-07-31 11:21:22",303
"Yemen","27","110.73",8444,3329,"2005-08-05 04:55:13",213
"Yemen","31","157.69",8476,3741,"2005-08-06 03:03:12",470
"Yemen","27","110.73",8542,792,"2005-07-30 08:19:50",213
"Yemen","30","134.70",8678,3991,"2005-08-05 12:37:00",210
"Yemen","19","70.81",8734,2374,"2005-08-05 23:38:15",303
"Yemen","30","134.70",8738,3893,"2005-08-02 13:05:47",210
"Yemen","19","70.81",8764,2348,"2005-08-01 13:52:04",303
"Yemen","31","157.69",8890,3656,"2005-08-05 21:04:06",470
"Yemen","27","110.73",9150,2834,"2005-08-08 15:43:32",213
"Yemen","27","110.73",9340,3228,"2005-08-04 14:33:16",213
"Yemen","31","157.69",9422,1843,"2005-08-07 15:55:41",470
"Yemen","27","110.73",9477,1932,"2005-08-04 20:54:22",213
"Yemen","31","157.69",9687,3540,"2005-08-01 03:40:54",470
"Yemen","31","157.69",10006,2538,"2005-08-02 20:40:35",470
"Yemen","19","70.81",10209,2429,"2005-08-03 19:58:47",303
"Yemen","31","157.69",10236,3754,"2005-08-01 23:40:34",470
"Yemen","27","110.73",10449,1395,"2005-08-05 11:25:59",213
"Yemen","30","134.70",10890,78,"2005-08-10 02:13:46",210
"Yemen","31","157.69",10944,2373,"2005-08-04 04:13:03",470
"Yemen","19","70.81",11253,2898,"2005-08-09 17:06:44",303
"Yemen","31","157.69",11397,2566,"2005-08-09 18:09:14",470
"Yemen","19","70.81",11673,823,"2005-08-21 08:12:15",303
"Yemen","31","157.69",11711,1503,"2005-08-18 09:21:55",470
"Yemen","31","157.69",11742,596,"2005-08-23 07:18:43",470
"Yemen","27","110.73",11778,1306,"2005-08-25 13:53:40",213
"Yemen","19","70.81",11993,295,"2005-08-21 00:04:49",303
"Yemen","19","70.81",12117,4140,"2005-08-22 23:56:12",303
"Yemen","31","157.69",12177,522,"2005-08-24 23:23:47",470
"Yemen","19","70.81",12365,4350,"2005-08-24 05:42:09",303
"Yemen","30","134.70",12410,1904,"2005-08-27 08:50:33",210
"Yemen","31","157.69",12423,1014,"2005-08-26 13:16:52",470
"Yemen","19","70.81",12473,1237,"2005-08-21 13:38:44",303
"Yemen","31","157.69",12753,1494,"2005-08-27 00:21:39",470
"Yemen","30","134.70",12879,3556,"2005-08-24 22:00:55",210
"Yemen","30","134.70",12909,4300,"2005-08-24 06:40:25",210
"Yemen","30","134.70",12986,1145,"2005-08-22 05:01:36",210
"Yemen","27","110.73",13354,1356,"2005-08-27 20:09:23",213
"Yemen","27","110.73",13426,3409,"2005-08-21 01:53:00",213
"Yemen","31","157.69",13585,3314,"2005-08-27 23:36:23",470
"Yemen","31","157.69",13592,1509,"2005-08-23 04:52:35",470
"Yemen","30","134.70",14181,197,"2005-08-29 06:25:30",210
"Yemen","27","110.73",14374,236,NULL,213
"Yemen","31","157.69",14405,2777,"2005-08-30 04:48:01",470
"Yemen","30","134.70",14639,3510,"2005-08-26 14:08:39",210
"Yemen","27","110.73",14744,800,"2005-08-29 23:57:21",213
"Yemen","19","70.81",14750,918,"2005-08-30 00:46:32",303
"Yemen","19","70.81",14795,1695,"2005-08-26 01:37:22",303
"Yemen","30","134.70",14876,3669,"2005-08-23 06:53:29",210
"Yemen","19","70.81",15511,3327,"2005-08-31 03:14:42",303
"Yemen","30","134.70",15672,701,"2005-08-27 06:19:18",210
"Yemen","30","134.70",15942,1096,"2005-09-01 18:39:40",210
"Virgin Islands, U.S.","31","121.69",855,2527,"2005-06-03 20:16:28",406
"Virgin Islands, U.S.","31","121.69",2113,1509,"2005-06-24 00:22:46",406
"Virgin Islands, U.S.","31","121.69",2150,1910,"2005-06-21 19:33:36",406
"Virgin Islands, U.S.","31","121.69",2241,921,"2005-06-24 22:34:41",406
"Virgin Islands, U.S.","31","121.69",2325,752,"2005-06-21 15:07:07",406
"Virgin Islands, U.S.","31","121.69",2585,91,"2005-06-20 09:28:03",406
"Virgin Islands, U.S.","31","121.69",3186,3198,"2005-06-29 02:56:20",406
"Virgin Islands, U.S.","31","121.69",3306,1669,"2005-06-26 11:22:58",406
"Virgin Islands, U.S.","31","121.69",4264,3499,"2005-07-08 08:49:28",406
"Virgin Islands, U.S.","31","121.69",5098,1772,"2005-07-10 04:27:54",406
"Virgin Islands, U.S.","31","121.69",5263,119,"2005-07-12 15:07:36",406
"Virgin Islands, U.S.","31","121.69",5766,7,"2005-07-16 13:03:31",406
"Virgin Islands, U.S.","31","121.69",6439,3463,"2005-07-13 00:54:48",406
"Virgin Islands, U.S.","31","121.69",7109,1658,"2005-08-04 10:41:57",406
"Virgin Islands, U.S.","31","121.69",7171,4381,"2005-08-03 07:45:35",406
"Virgin Islands, U.S.","31","121.69",7259,2345,"2005-08-02 06:44:00",406
"Virgin Islands, U.S.","31","121.69",7604,3720,"2005-08-05 03:04:52",406
"Virgin Islands, U.S.","31","121.69",8080,3035,"2005-07-29 22:44:06",406
"Virgin Islands, U.S.","31","121.69",8295,2065,"2005-07-30 22:22:14",406
"Virgin Islands, U.S.","31","121.69",8630,1378,"2005-08-03 13:18:59",406
"Virgin Islands, U.S.","31","121.69",8903,4546,"2005-07-30 21:47:06",406
"Virgin Islands, U.S.","31","121.69",8962,4439,"2005-08-07 00:33:45",406
"Virgin Islands, U.S.","31","121.69",9224,2260,"2005-08-01 15:13:37",406
"Virgin Islands, U.S.","31","121.69",9291,2884,"2005-08-05 11:11:39",406
"Virgin Islands, U.S.","31","121.69",9487,2165,"2005-08-01 22:29:22",406
"Virgin Islands, U.S.","31","121.69",9660,1090,"2005-08-07 06:59:17",406
"Virgin Islands, U.S.","31","121.69",10632,1290,"2005-08-05 17:32:56",406
"Virgin Islands, U.S.","31","121.69",11603,3910,"2005-08-18 06:48:10",406
"Virgin Islands, U.S.","31","121.69",12505,3741,"2005-08-23 18:03:30",406
"Virgin Islands, U.S.","31","121.69",14205,315,"2005-08-30 08:46:15",406
"Virgin Islands, U.S.","31","121.69",14421,4402,"2005-08-24 06:26:21",406
"Virgin Islands, U.S.","31","121.69",14601,548,"2005-08-29 15:10:52",406
"Vietnam","20","87.80",42,380,"2005-05-31 02:47:58",523
"Vietnam","31","149.69",43,2578,"2005-05-26 06:54:25",532
"Vietnam","26","131.74",142,4407,"2005-05-29 00:46:47",472
"Vietnam","26","131.74",249,2428,"2005-05-28 17:47:09",472
"Vietnam","24","95.76",499,2381,"2005-06-05 19:54:07",199
"Vietnam","20","87.80",664,87,"2005-06-02 20:56:08",523
"Vietnam","26","131.74",800,441,"2005-05-30 14:59:12",472
"Vietnam","31","127.69",962,4535,"2005-06-05 22:47:17",520
"Vietnam","26","131.74",994,2798,"2005-06-04 01:00:36",472
"Vietnam","23","83.77",1205,470,"2005-06-22 23:19:56",340
"Vietnam","26","131.74",1389,965,"2005-06-19 11:08:01",472
"Vietnam","24","95.76",1406,3118,"2005-06-21 11:22:00",199
"Vietnam","31","127.69",1411,2276,"2005-06-21 14:05:36",520
"Vietnam","31","149.69",1694,147,"2005-06-20 09:18:23",532
"Vietnam","23","83.77",1697,1801,"2005-06-23 17:41:20",340
"Vietnam","20","87.80",1729,3364,"2005-06-25 20:55:47",523
"Vietnam","26","131.74",1776,1404,"2005-06-24 16:01:58",472
"Vietnam","24","95.76",1910,3903,"2005-06-23 23:16:27",199
"Vietnam","31","127.69",2174,3279,"2005-06-25 23:14:01",520
"Vietnam","23","83.77",2177,492,"2005-06-26 18:40:45",340
"Vietnam","23","83.77",2183,1776,"2005-06-22 01:20:01",340
"Vietnam","20","87.80",2447,2353,"2005-06-27 16:35:55",523
"Vietnam","26","131.74",2538,1287,"2005-06-25 00:54:59",472
"Vietnam","20","87.80",2583,3999,"2005-06-28 00:04:40",523
"Vietnam","23","83.77",2607,3922,"2005-06-25 03:21:01",340
"Vietnam","23","83.77",2653,3528,"2005-06-26 15:15:53",340
"Vietnam","20","87.80",2669,2734,"2005-06-20 16:43:52",523
"Vietnam","31","127.69",2772,1221,"2005-06-23 17:52:27",520
"Vietnam","31","149.69",2821,2551,"2005-06-27 23:48:52",532
"Vietnam","26","131.74",2974,2322,"2005-06-25 05:10:24",472
"Vietnam","26","131.74",2991,4308,"2005-06-23 13:04:43",472
"Vietnam","26","131.74",3254,3893,"2005-06-22 22:01:10",472
"Vietnam","23","83.77",3264,1666,"2005-06-23 01:29:03",340
"Vietnam","24","95.76",3299,3427,"2005-06-27 04:02:34",199
"Vietnam","23","83.77",3455,4403,"2005-06-23 17:22:51",340
"Vietnam","31","127.69",3482,1291,"2005-07-12 19:02:22",520
"Vietnam","31","127.69",3499,1850,"2005-07-14 21:12:20",520
"Vietnam","26","131.74",3815,4038,"2005-07-11 17:07:36",472
"Vietnam","31","149.69",4336,482,"2005-07-10 17:58:36",532
"Vietnam","31","127.69",4346,1906,"2005-07-10 16:37:45",520
"Vietnam","23","83.77",4475,3466,"2005-07-09 05:39:30",340
"Vietnam","24","95.76",4499,851,"2005-07-10 07:06:48",199
"Vietnam","24","95.76",4580,3512,"2005-07-15 05:42:23",199
"Vietnam","20","87.80",4605,1139,"2005-07-16 08:38:14",523
"Vietnam","23","83.77",4742,3022,"2005-07-11 10:24:23",340
"Vietnam","31","149.69",4962,4399,"2005-07-15 03:39:13",532
"Vietnam","24","95.76",4976,617,"2005-07-10 19:05:30",199
"Vietnam","20","87.80",5155,988,"2005-07-14 04:13:54",523
"Vietnam","31","149.69",5190,2213,"2005-07-18 04:33:24",532
"Vietnam","31","149.69",5253,2241,"2005-07-17 17:09:17",532
"Vietnam","31","149.69",5278,2573,"2005-07-15 10:48:23",532
"Vietnam","20","87.80",5287,3110,"2005-07-16 16:05:54",523
"Vietnam","26","131.74",5318,1738,"2005-07-14 12:49:33",472
"Vietnam","24","95.76",5398,4352,"2005-07-17 00:56:58",199
"Vietnam","26","131.74",5612,2363,"2005-07-17 09:50:12",472
"Vietnam","24","95.76",5680,3503,"2005-07-17 06:10:36",199
"Vietnam","31","127.69",5799,3045,"2005-07-14 16:18:35",520
"Vietnam","31","127.69",5802,2295,"2005-07-19 15:43:17",520
"Vietnam","31","149.69",5805,3553,"2005-07-19 16:35:41",532
"Vietnam","31","127.69",5853,3026,"2005-07-17 21:37:13",520
"Vietnam","31","149.69",5887,2602,"2005-07-15 22:15:47",532
"Vietnam","20","87.80",5932,2269,"2005-07-12 17:04:15",523
"Vietnam","31","127.69",6029,2030,"2005-07-14 20:51:46",520
"Vietnam","26","131.74",6119,4281,"2005-07-20 04:41:46",472
"Vietnam","26","131.74",6274,2998,"2005-07-19 20:46:42",472
"Vietnam","26","131.74",6308,3155,"2005-07-19 15:48:41",472
"Vietnam","31","149.69",6345,4332,"2005-07-20 17:28:18",532
"Vietnam","23","83.77",6381,2584,"2005-07-16 16:18:48",340
"Vietnam","26","131.74",6584,1800,"2005-07-16 12:18:36",472
"Vietnam","31","149.69",6598,2049,"2005-07-19 07:58:25",532
"Vietnam","24","95.76",6668,1498,"2005-07-14 13:28:45",199
"Vietnam","20","87.80",6675,2124,"2005-07-13 06:09:06",523
"Vietnam","31","149.69",6730,1552,"2005-07-20 13:01:25",532
"Vietnam","24","95.76",6782,2742,"2005-07-20 18:46:25",199
"Vietnam","31","149.69",7192,4329,"2005-07-30 11:58:55",532
"Vietnam","31","127.69",7198,4283,"2005-08-04 09:46:07",520
"Vietnam","31","149.69",7572,3068,"2005-08-01 03:04:29",532
"Vietnam","23","83.77",7617,2904,"2005-08-01 01:17:40",340
"Vietnam","20","87.80",7642,3995,"2005-08-02 00:45:51",523
"Vietnam","31","127.69",7720,185,"2005-08-04 06:51:44",520
"Vietnam","24","95.76",7782,3770,"2005-08-05 06:50:40",199
"Vietnam","31","127.69",7936,563,"2005-07-30 13:31:21",520
"Vietnam","20","87.80",8141,361,"2005-07-30 19:16:19",523
"Vietnam","31","149.69",8273,4244,"2005-08-06 04:26:16",532
"Vietnam","23","83.77",8274,2634,"2005-08-01 20:15:32",340
"Vietnam","31","127.69",8294,1811,"2005-08-02 06:28:41",520
"Vietnam","20","87.80",8372,754,"2005-08-06 09:39:08",523
"Vietnam","31","127.69",8435,4462,"2005-08-02 09:54:16",520
"Vietnam","23","83.77",8541,976,"2005-07-31 10:53:01",340
"Vietnam","23","83.77",8551,2083,"2005-08-05 05:17:11",340
"Vietnam","23","83.77",8606,4051,"2005-07-30 14:52:24",340
"Vietnam","24","95.76",8709,902,"2005-08-02 22:35:54",199
"Vietnam","26","131.74",8929,3501,"2005-08-06 06:13:22",472
"Vietnam","20","87.80",9071,3151,"2005-08-01 06:59:58",523
"Vietnam","20","87.80",9667,4289,"2005-08-09 09:12:52",523
"Vietnam","24","95.76",9752,249,"2005-08-02 14:34:02",199
"Vietnam","31","127.69",9803,3783,"2005-08-01 06:25:02",520
"Vietnam","23","83.77",9834,2292,"2005-08-07 15:26:42",340
"Vietnam","31","149.69",9843,2923,"2005-08-01 09:51:28",532
"Vietnam","24","95.76",9894,3724,"2005-08-05 18:01:44",199
"Vietnam","26","131.74",9926,3733,"2005-08-09 18:26:51",472
"Vietnam","24","95.76",9959,340,"2005-08-03 21:51:22",199
"Vietnam","31","127.69",10072,3963,"2005-08-03 00:25:37",520
"Vietnam","24","95.76",10196,3070,"2005-08-05 03:43:51",199
"Vietnam","26","131.74",10282,617,"2005-08-07 06:16:10",472
"Vietnam","31","149.69",10286,498,"2005-08-10 05:17:58",532
"Vietnam","23","83.77",10292,2562,"2005-08-01 23:36:40",340
"Vietnam","20","87.80",10470,82,"2005-08-05 06:52:26",523
"Vietnam","24","95.76",10517,2299,"2005-08-05 06:14:57",199
"Vietnam","31","127.69",10530,3216,"2005-08-06 09:55:17",520
"Vietnam","26","131.74",10627,2026,"2005-08-02 21:26:03",472
"Vietnam","23","83.77",10667,3937,"2005-08-10 15:41:22",340
"Vietnam","23","83.77",10674,1962,"2005-08-08 19:34:52",340
"Vietnam","31","149.69",10712,1188,"2005-08-07 19:26:56",532
"Vietnam","23","83.77",10809,1167,"2005-08-03 03:44:27",340
"Vietnam","24","95.76",10850,1853,"2005-08-10 21:11:45",199
"Vietnam","31","149.69",10945,3684,"2005-08-09 03:23:23",532
"Vietnam","23","83.77",10995,2891,"2005-08-07 05:00:00",340
"Vietnam","31","149.69",11251,2181,"2005-08-09 14:16:49",532
"Vietnam","31","149.69",11318,2386,"2005-08-07 11:28:11",532
"Vietnam","24","95.76",11454,2901,"2005-08-05 19:03:39",199
"Vietnam","31","127.69",11566,4020,"2005-08-20 22:42:35",520
"Vietnam","20","87.80",11827,3064,"2005-08-24 13:31:27",523
"Vietnam","26","131.74",11911,3578,"2005-08-26 20:26:35",472
"Vietnam","31","149.69",12061,144,"2005-08-22 19:18:35",532
"Vietnam","20","87.80",12288,4401,"2005-08-25 09:51:20",523
"Vietnam","31","149.69",12295,1651,"2005-08-26 02:23:46",532
"Vietnam","24","95.76",12386,3303,"2005-08-24 04:50:57",199
"Vietnam","31","127.69",12517,2908,"2005-08-27 14:04:20",520
"Vietnam","23","83.77",12598,3159,"2005-08-22 16:44:03",340
"Vietnam","31","127.69",12628,3210,"2005-08-25 13:39:25",520
"Vietnam","31","127.69",12647,323,"2005-08-27 22:51:51",520
"Vietnam","26","131.74",12763,393,"2005-08-21 18:45:01",472
"Vietnam","23","83.77",12908,175,"2005-08-25 09:50:05",340
"Vietnam","23","83.77",12940,2222,"2005-08-20 08:15:29",340
"Vietnam","31","149.69",13038,2226,"2005-08-25 12:23:16",532
"Vietnam","20","87.80",13133,1635,"2005-08-28 12:36:03",523
"Vietnam","26","131.74",13188,583,"2005-08-28 09:15:03",472
"Vietnam","31","149.69",13192,966,"2005-08-27 15:20:06",532
"Vietnam","31","149.69",13254,3412,"2005-08-27 19:50:01",532
"Vietnam","31","127.69",13311,3890,"2005-08-20 23:07:09",520
"Vietnam","23","83.77",13425,2274,"2005-08-25 21:19:44",340
"Vietnam","31","127.69",13438,1750,"2005-08-26 21:36:02",520
"Vietnam","31","127.69",13659,3610,"2005-08-24 12:38:52",520
"Vietnam","31","127.69",13746,3742,"2005-08-25 07:48:28",520
"Vietnam","31","149.69",13908,3661,"2005-08-29 21:16:40",532
"Vietnam","24","95.76",13952,224,NULL,199
"Vietnam","26","131.74",14209,896,"2005-08-27 06:57:56",472
"Vietnam","24","95.76",14320,3121,"2005-08-22 02:09:40",199
"Vietnam","31","127.69",14372,1953,"2005-08-28 13:36:50",520
"Vietnam","23","83.77",14457,4288,"2005-08-25 13:07:38",340
"Vietnam","31","127.69",14509,541,"2005-08-26 13:19:58",520
"Vietnam","26","131.74",14596,2010,"2005-08-30 20:28:37",472
"Vietnam","26","131.74",14597,1160,"2005-08-25 14:07:41",472
"Vietnam","31","149.69",14616,4537,NULL,532
"Vietnam","23","83.77",14718,3618,"2005-08-26 22:07:25",340
"Vietnam","20","87.80",14766,768,"2005-08-26 03:46:20",523
